date,store,item,forecast_sales
2018-02-09,5,11,55.17
2018-02-10,5,11,50.11
2018-02-11,5,11,49.54
2018-02-12,5,11,44.81
2018-02-13,5,11,37.32
2018-02-14,5,11,37.53
2018-02-15,5,11,45.61
2018-02-16,5,11,50.07
2018-02-17,5,11,50.83
2018-02-18,5,11,54.16
2018-02-19,5,11,39.67
2018-02-20,5,11,42.73
2018-02-21,5,11,43.76
2018-02-22,5,11,49.99
2018-02-23,5,11,36.84
2018-02-24,5,11,42.33
2018-02-25,5,11,43.53
2018-02-26,5,11,39.47
2018-02-27,5,11,46.06
2018-02-28,5,11,44.34
2018-03-01,5,11,53.38
2018-03-02,5,11,57.07
2018-03-03,5,11,51.45
2018-03-04,5,11,61.2
2018-03-05,5,11,44.5
2018-03-06,5,11,53.62
2018-03-07,5,11,51.85
2018-03-08,5,11,55.94
2018-03-09,5,11,59.71
2018-03-10,5,11,69.81
2018-03-11,5,11,67.3
2018-03-12,5,11,42.14
2018-03-13,5,11,45.15
2018-03-14,5,11,46.49
2018-03-15,5,11,45.82
2018-03-16,5,11,65.57
2018-03-17,5,11,64.85
2018-03-18,5,11,69.62
2018-03-19,5,11,45.52
2018-03-20,5,11,52.18
2018-03-21,5,11,45.3
2018-03-22,5,11,43.52
2018-03-23,5,11,57.79
2018-03-24,5,11,56.97
2018-03-25,5,11,59.08
2018-03-26,5,11,38.09
2018-03-27,5,11,57.39
2018-03-28,5,11,51.84
2018-03-29,5,11,48.65
2018-03-30,5,11,59.56
2018-03-31,5,11,57.36
2018-01-01,6,11,20.15
2018-01-02,6,11,36.74
2018-01-03,6,11,28.62
2018-01-04,6,11,37.21
2018-01-05,6,11,44.18
2018-01-06,6,11,44.23
2018-01-07,6,11,47.51
2018-01-08,6,11,34.55
2018-01-09,6,11,35.41
2018-01-10,6,11,39.07
2018-01-11,6,11,41.86
2018-01-12,6,11,44.51
2018-01-13,6,11,47.83
2018-01-14,6,11,45.99
2018-01-15,6,11,37.84
2018-01-16,6,11,43.91
2018-01-17,6,11,39.25
2018-01-18,6,11,43.62
2018-01-19,6,11,37.68
2018-01-20,6,11,39.51
2018-01-21,6,11,41.79
2018-01-22,6,11,33.45
2018-01-23,6,11,34.48
2018-01-24,6,11,31.12
2018-01-25,6,11,44.66
2018-01-26,6,11,45.61
2018-01-27,6,11,46.97
2018-01-28,6,11,45.89
2018-01-29,6,11,34.69
2018-01-30,6,11,40.35
2018-01-31,6,11,38.39
2018-02-01,6,11,43.64
2018-02-02,6,11,51.05
2018-02-03,6,11,48.1
2018-02-04,6,11,52.82
2018-02-05,6,11,35.4
2018-02-06,6,11,49.85
2018-02-07,6,11,44.74
2018-02-08,6,11,39.76
2018-02-09,6,11,52.1
2018-02-10,6,11,52.06
2018-02-11,6,11,60.56
2018-02-12,6,11,39.0
2018-02-13,6,11,38.59
2018-02-14,6,11,38.59
2018-02-15,6,11,42.5
2018-02-16,6,11,49.8
2018-02-17,6,11,46.96
2018-02-18,6,11,46.87
2018-02-19,6,11,25.76
2018-02-20,6,11,39.89
2018-02-21,6,11,43.5
2018-02-22,6,11,44.77
2018-02-23,6,11,39.26
2018-02-24,6,11,45.97
2018-02-25,6,11,48.29
2018-02-26,6,11,31.51
2018-02-27,6,11,38.26
2018-02-28,6,11,40.55
2018-03-01,6,11,44.61
2018-03-02,6,11,60.26
2018-03-03,6,11,53.37
2018-03-04,6,11,63.08
2018-03-05,6,11,46.68
2018-03-06,6,11,55.65
2018-03-07,6,11,53.84
2018-03-08,6,11,57.53
2018-03-09,6,11,58.78
2018-03-10,6,11,64.34
2018-03-11,6,11,63.43
2018-03-12,6,11,49.38
2018-03-13,6,11,50.59
2018-03-14,6,11,49.57
2018-03-15,6,11,49.94
2018-03-16,6,11,54.77
2018-03-17,6,11,61.06
2018-03-18,6,11,67.26
2018-03-19,6,11,47.95
2018-03-20,6,11,49.92
2018-03-21,6,11,51.55
2018-03-22,6,11,47.27
2018-03-23,6,11,51.54
2018-03-24,6,11,56.22
2018-03-25,6,11,65.95
2018-03-26,6,11,40.99
2018-03-27,6,11,51.14
2018-03-28,6,11,47.2
2018-03-29,6,11,50.9
2018-03-30,6,11,53.92
2018-03-31,6,11,55.97
2018-01-01,7,11,26.74
2018-01-02,7,11,28.77
2018-01-03,7,11,28.01
2018-01-04,7,11,31.7
2018-01-05,7,11,36.43
2018-01-06,7,11,41.32
2018-01-07,7,11,43.25
2018-01-08,7,11,33.82
2018-01-09,7,11,27.03
2018-01-10,7,11,28.3
2018-01-11,7,11,28.89
2018-01-12,7,11,37.66
2018-01-13,7,11,35.18
2018-01-14,7,11,38.81
2018-01-15,7,11,31.21
2018-01-16,7,11,34.79
2018-01-17,7,11,35.32
2018-01-18,7,11,36.04
2018-01-19,7,11,33.72
2018-01-20,7,11,38.89
2018-01-21,7,11,37.68
2018-01-22,7,11,23.3
2018-01-23,7,11,34.58
2018-01-24,7,11,35.06
2018-01-25,7,11,36.04
2018-01-26,7,11,32.07
2018-01-27,7,11,40.79
2018-01-28,7,11,41.16
2018-01-29,7,11,27.24
2018-01-30,7,11,44.96
2018-01-31,7,11,45.05
2018-02-01,7,11,40.68
2018-02-02,7,11,39.76
2018-02-03,7,11,41.21
2018-02-04,7,11,45.98
2018-02-05,7,11,27.04
2018-02-06,7,11,44.02
2018-02-07,7,11,44.33
2018-02-08,7,11,43.22
2018-02-09,7,11,46.09
2018-02-10,7,11,49.7
2018-02-11,7,11,47.48
2018-02-12,7,11,31.06
2018-02-13,7,11,35.65
2018-02-14,7,11,39.94
2018-02-15,7,11,38.26
2018-02-16,7,11,39.5
2018-02-17,7,11,43.84
2018-02-18,7,11,41.19
2018-02-19,7,11,32.22
2018-02-20,7,11,41.67
2018-02-21,7,11,42.57
2018-02-22,7,11,39.41
2018-02-23,7,11,40.0
2018-02-24,7,11,43.32
2018-02-25,7,11,47.29
2018-02-26,7,11,28.32
2018-02-27,7,11,41.14
2018-02-28,7,11,41.29
2018-03-01,7,11,51.33
2018-03-02,7,11,51.77
2018-03-03,7,11,52.15
2018-03-04,7,11,58.56
2018-03-05,7,11,42.62
2018-03-06,7,11,46.14
2018-03-07,7,11,47.13
2018-03-08,7,11,49.14
2018-03-09,7,11,59.3
2018-03-10,7,11,53.33
2018-03-11,7,11,63.24
2018-03-12,7,11,41.67
2018-03-13,7,11,45.9
2018-03-14,7,11,42.69
2018-03-15,7,11,46.24
2018-03-16,7,11,50.24
2018-03-17,7,11,51.39
2018-03-18,7,11,58.49
2018-03-19,7,11,38.91
2018-03-20,7,11,43.23
2018-03-21,7,11,41.71
2018-03-22,7,11,43.6
2018-03-23,7,11,51.92
2018-03-24,7,11,51.11
2018-03-25,7,11,68.41
2018-03-26,7,11,45.34
2018-03-27,7,11,44.67
2018-03-28,7,11,40.98
2018-03-29,7,11,49.61
2018-03-30,7,11,51.03
2018-03-31,7,11,53.96
2018-01-01,8,11,51.08
2018-01-02,8,11,55.75
2018-01-03,8,11,57.58
2018-01-04,8,11,67.53
2018-01-05,8,11,67.99
2018-01-06,8,11,68.78
2018-01-07,8,11,79.38
2018-01-08,8,11,50.31
2018-01-09,8,11,56.06
2018-01-10,8,11,56.3
2018-01-11,8,11,65.05
2018-01-12,8,11,63.5
2018-01-13,8,11,70.7
2018-01-14,8,11,78.32
2018-01-15,8,11,53.7
2018-01-16,8,11,56.89
2018-01-17,8,11,59.83
2018-01-18,8,11,72.34
2018-01-19,8,11,57.39
2018-01-20,8,11,68.71
2018-01-21,8,11,77.47
2018-01-22,8,11,51.84
2018-01-23,8,11,60.05
2018-01-24,8,11,62.84
2018-01-25,8,11,59.79
2018-01-26,8,11,72.65
2018-01-27,8,11,69.44
2018-01-28,8,11,80.16
2018-01-29,8,11,51.02
2018-01-30,8,11,54.14
2018-01-31,8,11,56.41
2018-02-01,8,11,72.97
2018-02-02,8,11,85.35
2018-02-03,8,11,92.64
2018-02-04,8,11,91.99
2018-02-05,8,11,56.39
2018-02-06,8,11,63.19
2018-02-07,8,11,61.75
2018-02-08,8,11,72.72
2018-02-09,8,11,82.22
2018-02-10,8,11,88.55
2018-02-11,8,11,83.38
2018-02-12,8,11,59.22
2018-02-13,8,11,69.68
2018-02-14,8,11,69.4
2018-02-15,8,11,76.14
2018-02-16,8,11,79.92
2018-02-17,8,11,87.06
2018-02-18,8,11,79.45
2018-02-19,8,11,58.01
2018-02-20,8,11,70.14
2018-02-21,8,11,68.19
2018-02-22,8,11,79.78
2018-02-23,8,11,73.99
2018-02-24,8,11,77.82
2018-02-25,8,11,87.34
2018-02-26,8,11,51.38
2018-02-27,8,11,68.08
2018-02-28,8,11,66.46
2018-03-01,8,11,83.97
2018-03-02,8,11,91.04
2018-03-03,8,11,90.69
2018-03-04,8,11,97.42
2018-03-05,8,11,66.86
2018-03-06,8,11,90.86
2018-03-07,8,11,91.24
2018-03-08,8,11,82.34
2018-03-09,8,11,101.94
2018-03-10,8,11,101.22
2018-03-11,8,11,97.53
2018-03-12,8,11,73.15
2018-03-13,8,11,72.83
2018-03-14,8,11,75.9
2018-03-15,8,11,83.05
2018-03-16,8,11,100.7
2018-03-17,8,11,106.62
2018-03-18,8,11,102.06
2018-03-19,8,11,68.86
2018-03-20,8,11,76.38
2018-03-21,8,11,78.85
2018-03-22,8,11,85.72
2018-03-23,8,11,87.41
2018-03-24,8,11,89.38
2018-03-25,8,11,91.55
2018-03-26,8,11,65.94
2018-03-27,8,11,77.08
2018-03-28,8,11,81.35
2018-03-29,8,11,91.64
2018-03-30,8,11,93.53
2018-03-31,8,11,91.19
2018-01-01,9,11,51.86
2018-01-02,9,11,48.53
2018-01-03,9,11,52.04
2018-01-04,9,11,59.72
2018-01-05,9,11,52.36
2018-01-06,9,11,54.05
2018-01-07,9,11,76.06
2018-01-08,9,11,49.7
2018-01-09,9,11,53.58
2018-01-10,9,11,55.85
2018-01-11,9,11,52.15
2018-01-12,9,11,64.34
2018-01-13,9,11,63.79
2018-01-14,9,11,63.69
2018-01-15,9,11,45.77
2018-01-16,9,11,50.54
2018-01-17,9,11,53.44
2018-01-18,9,11,55.86
2018-01-19,9,11,61.54
2018-01-20,9,11,66.91
2018-01-21,9,11,68.06
2018-01-22,9,11,51.05
2018-01-23,9,11,56.36
2018-01-24,9,11,60.59
2018-01-25,9,11,54.69
2018-01-26,9,11,66.78
2018-01-27,9,11,63.87
2018-01-28,9,11,66.75
2018-01-29,9,11,44.26
2018-01-30,9,11,50.3
2018-01-31,9,11,52.85
2018-02-01,9,11,58.6
2018-02-02,9,11,61.32
2018-02-03,9,11,68.7
2018-02-04,9,11,82.13
2018-02-05,9,11,53.37
2018-02-06,9,11,55.45
2018-02-07,9,11,51.28
2018-02-08,9,11,55.26
2018-02-09,9,11,65.71
2018-02-10,9,11,67.22
2018-02-11,9,11,75.64
2018-02-12,9,11,46.51
2018-02-13,9,11,57.81
2018-02-14,9,11,57.26
2018-02-15,9,11,59.29
2018-02-16,9,11,63.66
2018-02-17,9,11,61.95
2018-02-18,9,11,81.11
2018-02-19,9,11,48.97
2018-02-20,9,11,60.17
2018-02-21,9,11,57.94
2018-02-22,9,11,64.44
2018-02-23,9,11,72.72
2018-02-24,9,11,68.16
2018-02-25,9,11,84.04
2018-02-26,9,11,45.11
2018-02-27,9,11,58.57
2018-02-28,9,11,58.75
2018-03-01,9,11,77.44
2018-03-02,9,11,66.93
2018-03-03,9,11,80.8
2018-03-04,9,11,89.94
2018-03-05,9,11,65.73
2018-03-06,9,11,68.15
2018-03-07,9,11,65.16
2018-03-08,9,11,71.63
2018-03-09,9,11,76.04
2018-03-10,9,11,90.48
2018-03-11,9,11,92.42
2018-03-12,9,11,65.84
2018-03-13,9,11,71.59
2018-03-14,9,11,66.84
2018-03-15,9,11,76.2
2018-03-16,9,11,83.89
2018-03-17,9,11,78.33
2018-03-18,9,11,81.8
2018-03-19,9,11,62.02
2018-03-20,9,11,73.31
2018-03-21,9,11,71.72
2018-03-22,9,11,67.5
2018-03-23,9,11,68.47
2018-03-24,9,11,82.2
2018-03-25,9,11,84.11
2018-03-26,9,11,57.92
2018-03-27,9,11,73.4
2018-03-28,9,11,67.12
2018-03-29,9,11,61.21
2018-03-30,9,11,73.43
2018-03-31,9,11,82.62
2018-01-01,10,11,46.98
2018-01-02,10,11,56.13
2018-01-03,10,11,55.82
2018-01-04,10,11,57.71
2018-01-05,10,11,59.32
2018-01-06,10,11,65.33
2018-01-07,10,11,76.91
2018-01-08,10,11,47.26
2018-01-09,10,11,58.55
2018-01-10,10,11,55.22
2018-01-11,10,11,57.35
2018-01-12,10,11,59.36
2018-01-13,10,11,63.24
2018-01-14,10,11,73.6
2018-01-15,10,11,46.57
2018-01-16,10,11,56.39
2018-01-17,10,11,53.02
2018-01-18,10,11,62.32
2018-01-19,10,11,63.55
2018-01-20,10,11,67.79
2018-01-21,10,11,68.2
2018-01-22,10,11,50.13
2018-01-23,10,11,59.63
2018-01-24,10,11,57.33
2018-01-25,10,11,65.96
2018-01-26,10,11,70.8
2018-01-27,10,11,68.11
2018-01-28,10,11,71.51
2018-01-29,10,11,39.57
2018-01-30,10,11,51.4
2018-01-31,10,11,52.79
2018-02-01,10,11,65.57
2018-02-02,10,11,65.21
2018-02-03,10,11,78.33
2018-02-04,10,11,80.03
2018-02-05,10,11,54.3
2018-02-06,10,11,54.4
2018-02-07,10,11,47.93
2018-02-08,10,11,64.08
2018-02-09,10,11,72.87
2018-02-10,10,11,67.87
2018-02-11,10,11,81.63
2018-02-12,10,11,60.77
2018-02-13,10,11,62.95
2018-02-14,10,11,62.11
2018-02-15,10,11,60.03
2018-02-16,10,11,62.83
2018-02-17,10,11,65.25
2018-02-18,10,11,86.63
2018-02-19,10,11,53.09
2018-02-20,10,11,63.65
2018-02-21,10,11,60.98
2018-02-22,10,11,65.48
2018-02-23,10,11,62.62
2018-02-24,10,11,75.18
2018-02-25,10,11,82.25
2018-02-26,10,11,51.67
2018-02-27,10,11,67.77
2018-02-28,10,11,64.31
2018-03-01,10,11,75.48
2018-03-02,10,11,75.63
2018-03-03,10,11,84.59
2018-03-04,10,11,91.58
2018-03-05,10,11,66.95
2018-03-06,10,11,81.73
2018-03-07,10,11,76.75
2018-03-08,10,11,73.34
2018-03-09,10,11,72.58
2018-03-10,10,11,81.77
2018-03-11,10,11,88.97
2018-03-12,10,11,60.79
2018-03-13,10,11,67.24
2018-03-14,10,11,64.71
2018-03-15,10,11,73.09
2018-03-16,10,11,87.15
2018-03-17,10,11,84.37
2018-03-18,10,11,91.07
2018-03-19,10,11,70.46
2018-03-20,10,11,69.28
2018-03-21,10,11,69.66
2018-03-22,10,11,71.81
2018-03-23,10,11,81.86
2018-03-24,10,11,81.81
2018-03-25,10,11,90.56
2018-03-26,10,11,66.99
2018-03-27,10,11,76.23
2018-03-28,10,11,72.84
2018-03-29,10,11,69.4
2018-03-30,10,11,83.05
2018-03-31,10,11,85.99
2018-01-01,1,12,38.26
2018-01-02,1,12,49.56
2018-01-03,1,12,45.7
2018-01-04,1,12,45.84
2018-01-05,1,12,47.89
2018-01-06,1,12,56.34
2018-01-07,1,12,51.73
2018-01-08,1,12,30.52
2018-01-09,1,12,45.74
2018-01-10,1,12,45.44
2018-01-11,1,12,45.95
2018-01-12,1,12,48.07
2018-01-13,1,12,51.33
2018-01-14,1,12,61.61
2018-01-15,1,12,34.36
2018-01-16,1,12,42.18
2018-01-17,1,12,39.8
2018-01-18,1,12,45.04
2018-01-19,1,12,51.9
2018-01-20,1,12,50.51
2018-01-21,1,12,59.16
2018-01-22,1,12,43.55
2018-01-23,1,12,43.7
2018-01-24,1,12,42.98
2018-01-25,1,12,46.11
2018-01-26,1,12,56.94
2018-01-27,1,12,55.1
2018-01-28,1,12,57.42
2018-01-29,1,12,39.6
2018-01-30,1,12,46.8
2018-01-31,1,12,47.21
2018-02-01,1,12,49.62
2018-02-02,1,12,51.73
2018-02-03,1,12,57.02
2018-02-04,1,12,64.54
2018-02-05,1,12,40.55
2018-02-06,1,12,51.98
2018-02-07,1,12,53.45
2018-02-08,1,12,52.91
2018-02-09,1,12,50.66
2018-02-10,1,12,53.45
2018-02-11,1,12,58.67
2018-02-12,1,12,38.28
2018-02-13,1,12,46.45
2018-02-14,1,12,47.74
2018-02-15,1,12,54.26
2018-02-16,1,12,54.22
2018-02-17,1,12,57.22
2018-02-18,1,12,63.91
2018-02-19,1,12,45.45
2018-02-20,1,12,48.71
2018-02-21,1,12,47.41
2018-02-22,1,12,54.67
2018-02-23,1,12,58.28
2018-02-24,1,12,57.17
2018-02-25,1,12,66.07
2018-02-26,1,12,40.17
2018-02-27,1,12,54.32
2018-02-28,1,12,52.44
2018-03-01,1,12,53.02
2018-03-02,1,12,63.6
2018-03-03,1,12,69.17
2018-03-04,1,12,82.8
2018-03-05,1,12,52.21
2018-03-06,1,12,65.22
2018-03-07,1,12,63.19
2018-03-08,1,12,62.72
2018-03-09,1,12,62.53
2018-03-10,1,12,69.48
2018-03-11,1,12,78.96
2018-03-12,1,12,51.33
2018-03-13,1,12,60.98
2018-03-14,1,12,60.2
2018-03-15,1,12,62.0
2018-03-16,1,12,68.1
2018-03-17,1,12,71.13
2018-03-18,1,12,70.54
2018-03-19,1,12,45.83
2018-03-20,1,12,45.89
2018-03-21,1,12,45.12
2018-03-22,1,12,54.64
2018-03-23,1,12,67.04
2018-03-24,1,12,69.34
2018-03-25,1,12,80.61
2018-03-26,1,12,60.04
2018-03-27,1,12,61.43
2018-03-28,1,12,54.87
2018-03-29,1,12,63.74
2018-03-30,1,12,70.88
2018-03-31,1,12,69.0
2018-01-01,2,12,49.7
2018-01-02,2,12,69.41
2018-01-03,2,12,69.59
2018-01-04,2,12,70.82
2018-01-05,2,12,69.22
2018-01-06,2,12,85.35
2018-01-07,2,12,81.53
2018-01-08,2,12,49.53
2018-01-09,2,12,69.19
2018-01-10,2,12,69.08
2018-01-11,2,12,71.75
2018-01-12,2,12,65.96
2018-01-13,2,12,80.6
2018-01-14,2,12,79.34
2018-01-15,2,12,55.76
2018-01-16,2,12,58.67
2018-01-17,2,12,61.86
2018-01-18,2,12,66.97
2018-01-19,2,12,55.92
2018-01-20,2,12,73.94
2018-01-21,2,12,82.04
2018-01-22,2,12,64.89
2018-01-23,2,12,71.77
2018-01-24,2,12,65.96
2018-01-25,2,12,62.42
2018-01-26,2,12,66.64
2018-01-27,2,12,77.58
2018-01-28,2,12,80.19
2018-01-29,2,12,50.94
2018-01-30,2,12,70.35
2018-01-31,2,12,66.98
2018-02-01,2,12,70.21
2018-02-02,2,12,84.5
2018-02-03,2,12,83.39
2018-02-04,2,12,89.11
2018-02-05,2,12,64.49
2018-02-06,2,12,79.86
2018-02-07,2,12,76.96
2018-02-08,2,12,73.79
2018-02-09,2,12,79.96
2018-02-10,2,12,83.29
2018-02-11,2,12,93.45
2018-02-12,2,12,60.77
2018-02-13,2,12,63.43
2018-02-14,2,12,67.72
2018-02-15,2,12,70.29
2018-02-16,2,12,87.18
2018-02-17,2,12,85.21
2018-02-18,2,12,84.61
2018-02-19,2,12,60.15
2018-02-20,2,12,62.75
2018-02-21,2,12,66.37
2018-02-22,2,12,71.01
2018-02-23,2,12,80.69
2018-02-24,2,12,91.78
2018-02-25,2,12,101.32
2018-02-26,2,12,65.63
2018-02-27,2,12,63.41
2018-02-28,2,12,69.17
2018-03-01,2,12,92.87
2018-03-02,2,12,92.19
2018-03-03,2,12,93.83
2018-03-04,2,12,99.01
2018-03-05,2,12,79.46
2018-03-06,2,12,83.26
2018-03-07,2,12,82.02
2018-03-08,2,12,90.48
2018-03-09,2,12,89.76
2018-03-10,2,12,97.65
2018-03-11,2,12,103.21
2018-03-12,2,12,74.02
2018-03-13,2,12,76.98
2018-03-14,2,12,80.34
2018-03-15,2,12,82.62
2018-03-16,2,12,93.23
2018-03-17,2,12,96.73
2018-03-18,2,12,103.9
2018-03-19,2,12,68.58
2018-03-20,2,12,81.82
2018-03-21,2,12,90.2
2018-03-22,2,12,87.93
2018-03-23,2,12,89.41
2018-03-24,2,12,102.49
2018-03-25,2,12,102.7
2018-03-26,2,12,80.65
2018-03-27,2,12,76.26
2018-03-28,2,12,78.13
2018-03-29,2,12,81.23
2018-03-30,2,12,88.79
2018-03-31,2,12,100.82
2018-01-01,3,12,53.38
2018-01-02,3,12,55.87
2018-01-03,3,12,54.36
2018-01-04,3,12,57.04
2018-01-05,3,12,59.59
2018-01-06,3,12,66.26
2018-01-07,3,12,67.59
2018-01-08,3,12,42.54
2018-01-09,3,12,52.76
2018-01-10,3,12,54.69
2018-01-11,3,12,65.15
2018-01-12,3,12,71.3
2018-01-13,3,12,69.62
2018-01-14,3,12,68.01
2018-01-15,3,12,50.75
2018-01-16,3,12,55.88
2018-01-17,3,12,55.28
2018-01-18,3,12,69.48
2018-01-19,3,12,68.22
2018-01-20,3,12,73.37
2018-01-21,3,12,71.72
2018-01-22,3,12,58.81
2018-01-23,3,12,53.58
2018-01-24,3,12,54.31
2018-01-25,3,12,61.71
2018-01-26,3,12,62.7
2018-01-27,3,12,66.63
2018-01-28,3,12,66.48
2018-01-29,3,12,51.36
2018-01-30,3,12,53.25
2018-01-31,3,12,54.03
2018-02-01,3,12,65.62
2018-02-02,3,12,71.49
2018-02-03,3,12,84.67
2018-02-04,3,12,77.93
2018-02-05,3,12,50.83
2018-02-06,3,12,67.56
2018-02-07,3,12,67.21
2018-02-08,3,12,66.21
2018-02-09,3,12,70.33
2018-02-10,3,12,78.48
2018-02-11,3,12,76.43
2018-02-12,3,12,45.97
2018-02-13,3,12,63.92
2018-02-14,3,12,63.08
2018-02-15,3,12,66.62
2018-02-16,3,12,66.66
2018-02-17,3,12,78.99
2018-02-18,3,12,80.47
2018-02-19,3,12,58.02
2018-02-20,3,12,58.37
2018-02-21,3,12,64.52
2018-02-22,3,12,66.41
2018-02-23,3,12,70.59
2018-02-24,3,12,78.22
2018-02-25,3,12,73.89
2018-02-26,3,12,53.15
2018-02-27,3,12,71.25
2018-02-28,3,12,72.16
2018-03-01,3,12,73.98
2018-03-02,3,12,76.0
2018-03-03,3,12,83.55
2018-03-04,3,12,97.52
2018-03-05,3,12,62.42
2018-03-06,3,12,71.46
2018-03-07,3,12,73.64
2018-03-08,3,12,71.36
2018-03-09,3,12,87.12
2018-03-10,3,12,88.35
2018-03-11,3,12,96.66
2018-03-12,3,12,57.32
2018-03-13,3,12,74.66
2018-03-14,3,12,78.96
2018-03-15,3,12,78.58
2018-03-16,3,12,90.42
2018-03-17,3,12,94.17
2018-03-18,3,12,91.73
2018-03-19,3,12,67.76
2018-03-20,3,12,61.3
2018-03-21,3,12,68.85
2018-03-22,3,12,72.34
2018-03-23,3,12,82.45
2018-03-24,3,12,86.72
2018-03-25,3,12,99.25
2018-03-26,3,12,61.94
2018-03-27,3,12,76.84
2018-03-28,3,12,73.96
2018-03-29,3,12,77.58
2018-03-30,3,12,95.96
2018-03-31,3,12,94.66
2018-01-01,4,12,40.39
2018-01-02,4,12,47.43
2018-01-03,4,12,48.82
2018-01-04,4,12,51.14
2018-01-05,4,12,55.23
2018-01-06,4,12,69.72
2018-01-07,4,12,67.12
2018-01-08,4,12,48.99
2018-01-09,4,12,44.04
2018-01-10,4,12,50.95
2018-01-11,4,12,51.53
2018-01-12,4,12,63.12
2018-01-13,4,12,65.75
2018-01-14,4,12,64.54
2018-01-15,4,12,38.58
2018-01-16,4,12,50.47
2018-01-17,4,12,52.56
2018-01-18,4,12,50.88
2018-01-19,4,12,53.96
2018-01-20,4,12,58.67
2018-01-21,4,12,63.76
2018-01-22,4,12,37.42
2018-01-23,4,12,47.98
2018-01-24,4,12,52.85
2018-01-25,4,12,51.87
2018-01-26,4,12,51.93
2018-01-27,4,12,67.86
2018-01-28,4,12,68.39
2018-01-29,4,12,44.53
2018-01-30,4,12,54.37
2018-01-31,4,12,51.72
2018-02-01,4,12,61.65
2018-02-02,4,12,75.93
2018-02-03,4,12,82.04
2018-02-04,4,12,82.64
2018-02-05,4,12,43.68
2018-02-06,4,12,57.27
2018-02-07,4,12,60.76
2018-02-08,4,12,55.72
2018-02-09,4,12,65.83
2018-02-10,4,12,76.44
2018-02-11,4,12,77.15
2018-02-12,4,12,48.65
2018-02-13,4,12,64.59
2018-02-14,4,12,64.45
2018-02-15,4,12,59.49
2018-02-16,4,12,63.94
2018-02-17,4,12,64.35
2018-02-18,4,12,70.98
2018-02-19,4,12,42.59
2018-02-20,4,12,50.6
2018-02-21,4,12,55.85
2018-02-22,4,12,59.31
2018-02-23,4,12,75.2
2018-02-24,4,12,64.68
2018-02-25,4,12,75.5
2018-02-26,4,12,45.19
2018-02-27,4,12,52.61
2018-02-28,4,12,57.62
2018-03-01,4,12,70.97
2018-03-02,4,12,81.73
2018-03-03,4,12,84.01
2018-03-04,4,12,98.3
2018-03-05,4,12,63.42
2018-03-06,4,12,74.17
2018-03-07,4,12,74.87
2018-03-08,4,12,76.61
2018-03-09,4,12,94.9
2018-03-10,4,12,89.09
2018-03-11,4,12,91.04
2018-03-12,4,12,55.68
2018-03-13,4,12,75.26
2018-03-14,4,12,72.96
2018-03-15,4,12,76.89
2018-03-16,4,12,81.17
2018-03-17,4,12,82.48
2018-03-18,4,12,88.35
2018-03-19,4,12,55.78
2018-03-20,4,12,66.7
2018-03-21,4,12,65.44
2018-03-22,4,12,75.03
2018-03-23,4,12,81.03
2018-03-24,4,12,83.64
2018-03-25,4,12,80.91
2018-03-26,4,12,59.85
2018-03-27,4,12,68.35
2018-03-28,4,12,71.94
2018-03-29,4,12,76.88
2018-03-30,4,12,79.19
2018-03-31,4,12,79.9
2018-01-01,5,12,29.35
2018-01-02,5,12,38.98
2018-01-03,5,12,40.32
2018-01-04,5,12,41.66
2018-01-05,5,12,34.11
2018-01-06,5,12,35.89
2018-01-07,5,12,41.74
2018-01-08,5,12,25.45
2018-01-09,5,12,37.97
2018-01-10,5,12,40.24
2018-01-11,5,12,50.13
2018-01-12,5,12,43.49
2018-01-13,5,12,43.34
2018-01-14,5,12,45.12
2018-01-15,5,12,34.6
2018-01-16,5,12,39.2
2018-01-17,5,12,42.47
2018-01-18,5,12,40.03
2018-01-19,5,12,40.45
2018-01-20,5,12,42.04
2018-01-21,5,12,42.71
2018-01-22,5,12,31.44
2018-01-23,5,12,38.39
2018-01-24,5,12,39.79
2018-01-25,5,12,37.55
2018-01-26,5,12,42.79
2018-01-27,5,12,44.27
2018-01-28,5,12,44.26
2018-01-29,5,12,30.05
2018-01-30,5,12,35.5
2018-01-31,5,12,37.26
2018-02-01,5,12,40.93
2018-02-02,5,12,56.06
2018-02-03,5,12,61.99
2018-02-04,5,12,56.85
2018-02-05,5,12,36.01
2018-02-06,5,12,42.36
2018-02-07,5,12,39.87
2018-02-08,5,12,39.41
2018-02-09,5,12,48.54
2018-02-10,5,12,48.99
2018-02-11,5,12,46.97
2018-02-12,5,12,37.27
2018-02-13,5,12,35.13
2018-02-14,5,12,39.84
2018-02-15,5,12,43.54
2018-02-16,5,12,51.69
2018-02-17,5,12,45.3
2018-02-18,5,12,44.29
2018-02-19,5,12,36.29
2018-02-20,5,12,43.29
2018-02-21,5,12,47.43
2018-02-22,5,12,43.55
2018-02-23,5,12,41.73
2018-02-24,5,12,46.38
2018-02-25,5,12,50.2
2018-02-26,5,12,38.21
2018-02-27,5,12,45.77
2018-02-28,5,12,47.02
2018-03-01,5,12,50.02
2018-03-02,5,12,51.72
2018-03-03,5,12,55.29
2018-03-04,5,12,63.36
2018-03-05,5,12,50.13
2018-03-06,5,12,51.2
2018-03-07,5,12,47.62
2018-03-08,5,12,50.25
2018-03-09,5,12,54.31
2018-03-10,5,12,64.17
2018-03-11,5,12,57.37
2018-03-12,5,12,45.48
